,ItemID,ItemName,CurrentValue,LastUpdated,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Experience,ProductionTime,Source,MatGroup,Tag,Description
945,8533,Dried Starfish,810,2018/05/13,810,,810,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
946,8534,Dried Filefish,1247,2018/05/13,1247,,1247,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
947,8535,Dried Scorpion Fish,1094,2018/05/13,1094,,1094,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
948,8536,Dried Mullet,1247,2018/05/13,1247,,1247,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
949,8537,Dried Swiri,21848,2018/05/13,21848,,21848,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
950,8538,Dried Sturgeon,53719,2018/05/13,53719,,53719,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
951,8539,Dried Piranha,12209,2018/05/13,12209,,12209,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
952,8540,Dried Mandarin Fish,12595,2018/05/13,12595,,12595,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
953,8541,Dried Lenok,6131,2018/05/13,6131,,6131,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
954,8542,Dried Arowana,5759,2018/05/13,5759,,5759,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
955,8543,Dried Sweetfish,2047,2018/05/13,2047,,2047,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
956,8544,Dried Terrapin,2448,2018/05/13,2448,,2448,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
957,8545,Dried Bass,2142,2018/05/13,2142,,2142,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
958,8546,Dried Crawfish,1412,2018/05/13,1412,,1412,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
959,8547,Dried Dace,940,2018/05/13,940,,940,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
960,8548,Dried Bluegill,962,2018/05/13,962,,962,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
961,8549,Dried Perch,1282,2018/05/13,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
962,8550,Dried Notch Jaw,1058,2018/05/13,1058,,1058,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
963,8551,Dried Mudfish,1054,2018/05/13,1054,,1054,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
964,8552,Dried Goby Minnow,1012,2018/05/13,1012,,1012,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
965,8553,Dried Bitterling,924,2018/05/13,924,,924,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
966,8554,Dried Bleeker,1070,2018/05/13,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
967,8555,Dried Yellow Fin Sculpin,1177,2018/05/13,1177,,1177,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
968,8556,Dried Cero,5614,2018/05/13,5614,,5614,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
969,8557,Dried Sea Eel,5481,2018/05/13,5481,,5481,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
970,8558,Dried Croaker,2028,2018/05/13,2028,,2028,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
971,8559,Dried Greenling,1377,2018/05/13,1377,,1377,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
972,8560,Dried Flatfish,1282,2018/05/13,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
973,8561,Dried Grunt,12852,2018/05/13,12852,,12852,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
974,8562,Dried Herring,5581,2018/05/13,5581,,5581,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
975,8563,Dried Sardine,2128,2018/05/13,2128,,2128,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
976,8564,Dried Round Herring,1058,2018/05/13,1058,,1058,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
977,8565,Dried Silver Stripe Round Herring,1005,2018/05/13,1005,,1005,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
978,8566,Dried Whiting,1001,2018/05/13,1001,,1001,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
979,8567,Dried Dolphinfish,1353,2018/05/13,1353,,1353,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
980,8568,Dried Striped Catfish,1200,2018/05/13,1200,,1200,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
981,8569,Dried Gunnel,1991,2018/05/13,1991,,1991,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
982,8570,Dried Golden-Thread,6484,2018/05/13,6484,,6484,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
983,8571,Dried Nibbler,14137,2018/05/13,14137,,14137,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
984,8572,Dried Siganid,5763,2018/05/13,5763,,5763,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
985,8573,Dried Bluefish,2413,2018/05/13,2413,,2413,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
986,8574,Dried Surfperch,905,2018/05/13,905,,905,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
987,8575,Dried Blackfin Sweeper,1057,2018/05/13,1057,,1057,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
988,8576,Dried Smokey Chromis,14137,2018/05/13,14137,,14137,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
989,8577,Dried Maomao,7277,2018/05/13,7277,,7277,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
990,8578,Dried Pintado,1821,2018/05/13,1821,,1821,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
991,8579,Dried Gurnard,1282,2018/05/13,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
992,8581,Dried John Dory,6418,2018/05/13,6418,,6418,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
993,8582,Dried Sandfish,954,2018/05/13,954,,954,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
994,8583,Dried Rosefish,941,2018/05/13,941,,941,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
995,8584,Dried Grouper,7086,2018/05/13,7086,,7086,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
996,8585,Dried Bigeye,2708,2018/05/13,2708,,2708,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
997,8586,Dried Fourfinger Threadfin,787,2018/05/13,787,,787,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
998,8587,Dried Leather Carp,13366,2018/05/13,13366,,13366,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
999,8588,Dried Striped Shiner,4929,2018/05/13,4929,,4929,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1000,8589,Dried Barbel Steed,1464,2018/05/13,1464,,1464,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1001,8590,Dried Soho Bitterling,870,2018/05/13,870,,870,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1002,8591,Dried Bubble Eye,905,2018/05/13,905,,905,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1003,8592,Dried Pacu,12466,2018/05/13,12466,,12466,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1004,8593,Dried Yellow-Head Catfish,5294,2018/05/13,5294,,5294,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1005,8594,Dried Smelt,1978,2018/05/13,1978,,1978,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1006,8595,Dried Rosy Bitterling,1134,2018/05/13,1134,,1134,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1007,8596,Dried Roundtail Paradisefish,1059,2018/05/13,1059,,1059,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1008,8597,Dried Grayling,2295,2018/05/13,2295,,2295,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1009,8598,Dried Tapertail Anchovy,5374,2018/05/13,5374,,5374,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1010,8599,Dried Kuhlia Marginata,1905,2018/05/13,1905,,1905,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1011,8600,Dried Rock Hind,920,2018/05/13,920,,920,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1012,8601,Dried Butterflyfish,1188,2018/05/13,1188,,1188,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1013,8602,Dried Clownfish,1848,2018/05/13,1848,,1848,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1014,8603,Dried Blue Tang,2696,2018/05/13,2696,,2696,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1015,8604,Dried Checkerboard Wrasse,7892,2018/05/13,7892,,7892,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1016,8605,Dried Pomfret,5734,2018/05/13,5734,,5734,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1017,8629,Dried Moray,16333,2018/05/13,16333,,16333,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1018,8630,Dried Tilefish,16868,2018/05/13,16868,,16868,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1019,8631,Dried Porcupine Fish,5904,2018/05/13,5904,,5904,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1020,8632,Dried Tongue Sole,1070,2018/05/13,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1021,8633,Dried Atka Mackerel,5485,2018/05/13,5485,,5485,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1022,8634,Dried Cuttlefish,2118,2018/05/13,2118,,2118,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1023,8635,Dried Mackerel Pike,847,2018/05/13,847,,847,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1024,8636,Dried Horn Fish,1884,2018/05/13,1884,,1884,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1025,8637,Dried Dollarfish,1891,2018/05/13,1891,,1891,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1026,8638,Dried Sandeel,1123,2018/05/13,1123,,1123,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,Dried Fish,,
1027,8639,Dried Spotted Barbel,14450,2018/05/13,14450,,14450,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1028,8640,Dried Miho Spine Loach,14750,2018/05/13,14750,,14750,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1029,8641,Dried Diamond Minnow,4274,2018/05/13,4274,,4274,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1030,8642,Dried Amur Minnow,6176,2018/05/13,6176,,6176,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1031,8643,Dried Common Minnow,2278,2018/05/13,2278,,2278,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1032,8644,Dried Stumpy Bullhead,2259,2018/05/13,2259,,2259,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1033,8645,Dried Shuttles Hoppfish,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1034,8646,Dried Oily Shiner,2508,2018/05/13,2508,,2508,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1035,8647,Dried Korean Loach,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1036,8648,Dried Minnow,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1037,8649,Dried Cherry Icefish,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1038,8650,Dried Spined Loach,5361,2018/05/13,5361,,5361,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1039,8651,Dried Amur Ide,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1040,8652,Dried Stone Moroko,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1041,8653,Dried Amur Goby,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1042,8654,Dried Stickleback,13006,2018/05/13,13006,,13006,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1043,8655,Dried Mori,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1044,8656,Dried Grass Carp,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1045,8657,Dried Black Shiner,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1046,8658,Dried Burbot,34331,2018/05/13,34331,,34331,,,Yes,No,,,,,,,,,,,,,,,,,,Fishing,,,
1047,9001,Salt,20,2018/05/13,20,,20,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1048,9002,Sugar,20,2018/05/13,20,,20,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1049,9003,White Sauce,984,2018/05/13,984,,984,,,Yes,No,1,Base Sauce,1,Milk,1,Fruit,2,Cooking Wine,,,,,2.5,,,,Cooking,Cooking,,,
1050,9004,Red Sauce,1181,2018/05/13,1181,,1181,,,Yes,No,1,Base Sauce,2,Sugar,1,Meat 1,2,Mineral Water,,,,,2.5,,,,Cooking,Cooking,,,
1051,9005,Leavening Agent,20,2018/05/13,20,,20,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1052,9006,Dressing,396,2018/05/13,396,,396,,,Yes,No,1,Olive Oil,1,Mineral Water,1,Egg,2,Salt,,,,,2.5,,,,Cooking,Cooking,,,
1053,9007,Cooking Oil,20,2018/05/13,20,,20,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1054,9008,Sun-Dried Salt,200,2018/05/13,200,,200,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1055,9009,Raw Sugar,200,2018/05/13,200,,200,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1056,9015,Olive Oil,40,2018/05/13,40,,40,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1057,9016,Deep Frying Oil,40,2018/05/13,40,,40,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1058,9017,Cooking Wine,40,2018/05/13,40,,40,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1059,9018,Base Sauce,40,2018/05/13,40,,40,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1060,9019,Ancient Cron Spice,50000,2018/05/13,50000,,50000,,,No,No,,,,,,,,,,,,,,,,,,Vendor,,,
1061,9057,Essence of Liquor,311,2018/05/13,311,,311,,,Yes,No,1,Flour,1,Fruit,1,Leavening Agent,,,,,,,2.5,,,,Cooking,Cooking,,,
1062,9059,Mineral Water,30,2018/05/13,30,,30,,,Yes,No,,,,,,,,,,,,,,,,,,Vendor,,,
1063,9061,Cream,755,2018/05/13,755,,755,,,Yes,No,1,Milk,1,Sugar,,,,,,,,,2.5,,,,6,Processing - Shaking,,,
1064,9062,Cheese,831,2018/05/13,831,,831,,,Yes,No,1,Milk,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
1065,9063,Butter,1039,2018/05/13,1039,,1039,,,Yes,No,1,Cream,1,Salt,,,,,,,,,2.5,,,,6,Processing - Shaking,,,
1066,9064,Egg,623,2018/05/13,623,,623,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1067,9065,Milk,1944,2018/05/13,1944,,1944,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
1068,9066,Vinegar,389,2018/05/13,389,,389,,,Yes,No,1,Cereal,1,Fruit,1,Leavening Agent,1,Sugar,,,,,2.5,,,,Cooking,Cooking,,,
1069,9201,Fruit Wine,1849,2018/05/13,1849,,1849,,,Yes,No,1,Exotic Herbal Wine,5,Fruit,3,Essence of Liquor,2,Mineral Water,,,,,2.5,0.3,Luscious Fruit Wine,,Cooking,Cooking,,,
1070,9202,Pickled Vegetables,1794,2018/05/13,1794,,1794,,,Yes,No,8,Vegetable,4,Vinegar,,,,,,,,,2.5,0.3,Sweet and Sour Pickled Vegetable,,Cooking,Cooking,,,
1071,9203,Cheese Gratin,14416,2018/05/13,14416,,14416,,,Yes,No,1,Grilled Sausage,5,Dough,4,Vegetable,3,Cheese,3,Red Sauce,,,2.5,0.3,Chewy Cheese Gratin,,Cooking,Cooking,,,
1072,9204,Aloe Yogurt,834,2018/05/13,834,,834,,,Yes,No,5,Aloe,2,Milk,3,Sugar,3,Leavening Agent,,,,,2.5,0.3,Thick Aloe Yogurt,,Cooking,Cooking,,,
1073,9205,Aloe Cookie,1836,2018/05/13,1836,,1836,,,Yes,No,5,Aloe,7,Dough,3,Cooking Honey,4,Sugar,,,,,2.5,0.3,Sweet Aloe Cookie,,Cooking,Cooking,,,
1074,9206,Honey Wine,2150,2018/05/13,2150,,2150,,,Yes,No,3,Cooking Honey,2,Essence of Liquor,2,Sugar,6,Mineral Water,,,,,2.5,0.3,Tangy Honey Wine,,Cooking,Cooking,,,
1075,9207,Sute Tea,11977,2018/05/13,11977,,11977,,,Yes,No,2,Tea With Fine Scent,2,Butter,3,Milk,1,Salt,,,,,2.5,0.3,Healthy Sute Tea,,Cooking,Cooking,,,
1076,9208,Fish Fillet Chips,5684,2018/05/13,5684,,5684,,,Yes,No,2,Dried Fish,3,White Sauce,7,Flour,2,Salt,,,,,2.5,0.3,Mouth-watering Fish Fillet Chips,,Cooking,Cooking,,,
1077,9209,Assorted Side Dishes,18982,2018/05/13,18982,,18982,,,Yes,No,1,Fried Bird,1,Seafood 1,3,Cheese,5,Fruit,,,,,2.5,0.3,Plentiful Assorted Side Dishes,,Cooking,Cooking,,,
1078,9210,High-Quality Carrot Juice,383,2018/05/13,383,,383,,,Yes,No,1,High-Quality Carrot,3,Flour,3,Sugar,4,Mineral Water,,,,,2.5,,,,Cooking,Cooking,,,
1079,9211,Special Carrot Juice,842,2018/05/13,842,,842,,,Yes,No,1,Special Carrot,3,Flour,3,Sugar,4,Mineral Water,,,,,2.5,,,,Cooking,Cooking,,,
1080,9213,Beer,1314,2018/05/13,1314,,1314,,,Yes,No,5,Cereal,6,Mineral Water,1,Sugar,2,Leavening Agent,,,,,2.5,0.3,Cold Draft Beer,,Cooking,Cooking,,,
1081,9214,Teff Bread,462,2018/05/13,462,,462,,,Yes,No,5,Teff Flour,3,Mineral Water,2,Salt,2,Leavening Agent,,,,,2.5,0.3,Spongy Teff Bread,,Cooking,Cooking,,,
1082,9215,Freekeh Snake Stew,10710,2018/05/13,10710,,10710,,,Yes,No,5,Mineral Water,6,Freekeh,3,Snake Meat,2,Star Anise,,,,,2.5,0.3,Thick Freekeh Snake Stew,,Cooking,Cooking,,,
1083,9216,Fig Pie,1184,2018/05/13,1184,,1184,,,Yes,No,5,Fig,3,Dough,3,Sugar,2,Olive Oil,,,,,2.5,0.3,Sweet Fig Pie,,Cooking,Cooking,,,
1084,9217,Pistachio Fried Rice,1420,2018/05/13,1420,,1420,,,Yes,No,4,Pistachio,6,Teff,2,Cinnamon,2,Salt,,,,,2.5,0.3,Savory Pistachio Fried Rice,,Cooking,Cooking,,,
1085,9218,Teff Sandwich,24525,2018/05/13,24525,,24525,,,Yes,No,1,Teff Bread,1,Grilled Scorpion,1,Freekeh Snake Stew,3,Red Sauce,,,,,2.5,0.3,Spicy Teff Sandwich,,Cooking,Cooking,,,
1086,9219,Date Palm Wine,1148,2018/05/13,1148,,1148,,,Yes,No,5,Date Palm,2,Essence of Liquor,1,Sugar,4,Leavening Agent,,,,,2.5,0.3,Mild Date Palm Wine,,Cooking,Cooking,,,
1087,9220,Couscous,16221,2018/05/13,16221,,16221,,,Yes,No,1,Freekeh Snake Stew,5,Teff Flour Dough,3,Nutmeg,4,Vegetable,,,,,2.5,0.3,Classic Couscous,,Cooking,Cooking,,,
1088,9241,Stir-Fried Vegetables,3269,2018/05/13,3269,,3269,,,Yes,No,5,Vegetable,2,Hot Pepper,2,Olive Oil,1,Salt,,,,,2.5,0.3,Crispy Stir-Fried Vegetables,,Cooking,Cooking,,,
1089,9255,Grain Soup,383,2018/05/13,383,,383,,,Yes,No,6,Cereal,1,Purified Water,3,Cooking Wine,1,Salt,,,,,2.5,0.3,Special Grain Soup,,Cooking,Cooking,,,
1090,9256,Fried Vegetables,869,2018/05/13,869,,869,,,Yes,No,4,Vegetable,3,Dough,2,Egg,6,Deep Frying Oil,,,,,2.5,0.3,Crispy Fried Vegetables,,Cooking,Cooking,,,
1091,9257,Fruit Juice,543,2018/05/13,543,,543,,,Yes,No,4,Fruit,3,Sugar,5,Mineral Water,1,Salt,,,,,2.5,0.3,Thick Fruit Juice,,Cooking,Cooking,,,
1092,9258,Fruit and Vegetable Salad,2972,2018/05/13,2972,,2972,,,Yes,No,4,Fruit,4,Vegetable,1,Vinegar,2,Cooking Wine,,,,,2.5,0.3,Fresh Fruit and Vegetable Salad,,Cooking,Cooking,,,
1093,9259,Fruit Pudding,3714,2018/05/13,3714,,3714,,,Yes,No,5,Fruit,1,Cream,3,Milk,2,Sugar,,,,,2.5,0.3,Special Fruit Pudding,,Cooking,Cooking,,,
1094,9260,Soft Bread,2844,2018/05/13,2844,,2844,,,Yes,No,6,Dough,2,Leavening Agent,2,Egg,3,Milk,,,,,2.5,0.3,Moist Milk Bread,,Cooking,Cooking,,,
1095,9261,Oatmeal,6367,2018/05/13,6367,,6367,,,Yes,No,9,Flour,3,Milk,3,Onion,2,Cooking Honey,,,,,2.5,0.3,Refined Oatmeal,,Cooking,Cooking,,,
1096,9262,Exotic Herbal Wine,306,2018/05/13,306,,306,,,Yes,No,3,Dough,1,Essence of Liquor,5,Mineral Water,2,Leavening Agent,,,,,2.5,0.3,Full-bodied Exotic Herbal Wine,,Cooking,Cooking,,,
1097,9263,Milk Tea,8500,2018/05/13,8500,,8500,,,Yes,No,2,Tea With Fine Scent,2,Flour,3,Milk,3,Cooking Honey,,,,,2.5,0.3,Smooth Milk Tea,,Cooking,Cooking,,,
1098,9264,Fruit Pie,1517,2018/05/13,1517,,1517,,,Yes,No,6,Dough,6,Fruit,3,Cream,4,Sugar,,,,,2.5,0.3,Sweet Fruit Pie,,Cooking,Cooking,,,
1099,9265,Meat Pie,4769,2018/05/13,4769,,4769,,,Yes,No,4,Meat 1,6,Dough,2,Sugar,2,Olive Oil,,,,,2.5,0.3,Lean Meat Pie,,Cooking,Cooking,,,
1100,9266,Honeycomb Cookie,8058,2018/05/13,8058,,8058,,,Yes,No,4,Dough,6,Cooking Honey,2,Egg,4,Milk,,,,,2.5,0.3,Crispy Honeycomb Cookie,,Cooking,Cooking,,,
1101,9267,Ham Sandwich,14530,2018/05/13,14530,,14530,,,Yes,No,2,Soft Bread,2,Grilled Sausage,5,Vegetable,4,Egg,,,,,2.5,0.3,Premium Ham Sandwich,,Cooking,Cooking,,,
1102,9268,Cheese Pie,7785,2018/05/13,7785,,7785,,,Yes,No,4,Dough,7,Cheese,3,Butter,3,Egg,,,,,2.5,0.3,High-Quality Cheese Pie,,Cooking,Cooking,,,
1103,9269,Omelet,3434,2018/05/13,3434,,3434,,,Yes,No,5,Cereal,2,Olive Oil,5,Egg,2,Salt,,,,,2.5,0.3,Soft Omelet,,Cooking,Cooking,,,
1104,9270,Tea With Fine Scent,5254,2018/05/13,5254,,5254,,,Yes,No,4,Flower,4,Fruit,7,Mineral Water,3,Cooking Honey,,,,,2.5,0.3,Tea with Strong Scent,,Cooking,Cooking,,,
1105,9271,Crispy Fried Vegetables,1926,2018/05/13,1926,,1926,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1106,9273,High-Quality Cheese Pie,14014,2018/05/13,14014,,14014,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1107,9274,Special Fruit Pudding,2045,2018/05/13,2045,,2045,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1108,9275,Special Grain Soup,2918,2018/05/13,2918,,2918,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1109,9276,Refined Oatmeal,12626,2018/05/13,12626,,12626,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1110,9277,Smooth Milk Tea,16173,2018/05/13,16173,,16173,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1111,9278,Thick Fruit Juice,1091,2018/05/13,1091,,1091,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1112,9279,Full-bodied Exotic Herbal Wine,1422,2018/05/13,1422,,1422,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1113,9280,Luscious Fruit Wine,7718,2018/05/13,7718,,7718,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1114,9281,Sweet and Sour Pickled Vegetable,3233,2018/05/13,3233,,3233,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1115,9282,Chewy Cheese Gratin,25948,2018/05/13,25948,,25948,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1116,9283,Cold Draft Beer,2652,2018/05/13,2652,,2652,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1117,9284,Crispy Stir-Fried Vegetables,6178,2018/05/13,6178,,6178,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1118,9285,Fresh Fruit and Vegetable Salad,4623,2018/05/13,4623,,4623,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1119,9286,Moist Milk Bread,5690,2018/05/13,5690,,5690,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1120,9287,Sweet Fruit Pie,10797,2018/05/13,10797,,10797,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1121,9288,Lean Meat Pie,9804,2018/05/13,9804,,9804,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
1122,9289,Crispy Honeycomb Cookie,14504,2018/05/13,14504,,14504,,,Yes,No,,,,,,,,,,,,,1,,,,Cooking,Cooking,,,
